ID;E;H
1641;=IF+SLEC-F4;=IF.M4+ST.IF2-X49
1642;=IF+SLEC-PE1;=PE+CH.E-X2
1643;=IF+SLEC-PE3;=IF.PE+ST.IF2-X42
1644;=IF+SLEC-G3;=IF.M1C+ST.IF1-X1
1645;=IF+SLEC-G3;=IF.M1C+ST.IF1-X2
1646;=IF+SLEC-G3;=IF.M1C+ST.IF1-X3
1647;=IF+SLEC-G3;=IF.M1C+ST.IF1-X4
1648;=IF+SLEC-G3;=IF.M1F+ST.IF1-X13
1649;=IF+SLEC-G3;=IF.M1F+ST.IF1-X14
1650;=IF+SLEC-G3;=IF.M1F+ST.IF1-X15
1651;=IF+SLEC-G3;=IF.M1F+ST.IF1-X16
1652;=IF+SLEC-A1;=IF1.M1F+ST.IF2-X37
1653;=IF+SLEC-A1;=IF.M1C+ST.IF2-X30
1654;=IF+SLEC-A1;=IF.M1C+ST.IF2-X31
1655;=IF+SLEC-A1;=IF.M1C+ST.IF2-X32
1656;=IF+SLEC-A1;=IF.M1F+ST.IF-X38
1657;=IF+SLEC-A1;=IF.M1F+ST.IF2-X36
1658;=IF+SLEC-A1;=IF.M3+ST.IF2-X80
1659;=IF+SLEC-A1;=IF.M3+ST.IF2-X81
1660;=IF+SLEC-A1;=IF.SIM+ST.IF2-X72
1661;=IF+SLEC-A1;=IF.SIM+ST.IF2-X73
1662;=IF+SLEC-A1;=IF.SIM+ST.IF2-X74
1663;=IF+SLEC-A3;=IF.M1C+ST.IF1-X5
1664;=IF+SLEC-A3;=IF.M1C+ST.IF1-X6
1665;=IF+SLEC-A3;=IF.M1C+ST.IF1-X7
1666;=IF+SLEC-A3;=IF.M1F+ST.IF1-X10
1667;=IF+SLEC-A3;=IF.M1F+ST.IF1-X8
1668;=IF+SLEC-A3;=IF.M1F+ST.IF1-X9
1669;=IF+SLEC-A3;=IF.M3+ST.IF1-X11
1670;=IF+SLEC-A3;=IF.M3+ST.IF1-X12
1671;=IF+SLEC-A3;=IF.SIM+ST.IF-X21
1672;=IF+SLEC-A3;=IF.SIM+ST.IF-X22
1673;=IF+SLEC-A3;=IF.SIM+ST.IF-X23
1674;=IF+SLEC-G1;=IF.M1C+ST.IF-X56
1675;=IF+SLEC-G1;=IF.M1F+ST.IF2-X59
1676;=IF+SLEC-G1;=IF.M4+ST.IF2-X51
1677;=IF+SLEC-G1;=IF.M4+ST.IF2-X52
1678;=IF+SLEC-G1;=IF.M4+ST.IF2-X53
1679;+HPSM-cover_HPSM;=PE+CH.A-X2
1680;=IF.M1C+ST.IF1-X17;=IF+SLEC-C1
1681;=IF.M1C+ST.IF1-X19;=IF+SLEC-E1
1682;=IF.M1C+ST.IF2-X45;=IF.M1C+CH.L-X45
1683;=IF.M1C+ST.IF2-X46;=IF.M1C+CH.L-X46
1684;=IF.M1F+ST.IF1-X18;=IF+SLEC-C3
1685;=IF.M1F+ST.IF1-X20;=IF+SLEC-E3
1686;=IF.M1F+ST.IF2-X57;=IF.M1F+CH.L-X57
1687;=IF.M1F+ST.IF2-X60;=IF.M1F+CH.L-X60
1688;=IF.M2+ST.IF2-X43;=MD+CH.K-X2
1689;=IF.M2+ST.IF2-X44;=CT+CH.K-X3
1690;=IF.M3+ST.IF2-X69;=IF.M3+CH.L-X69
1691;=IF.M3+ST.IF2-X70;=IF.M3+CH.L-X70
1692;=IF.M4+ST.IF2-X48;=CT+CH.EP20-T1:X6
1693;=IF.M4+ST.IF2-X49;=IF+SLEC-F4
1694;=IF.PE+ST.IF2-X42;=IF+SLEC-PE3
1695;=IF.SIM+ST.IF2-X71;=IF.SIM+CH.L-X71
1696;=IF.SIM+ST.IF2-X75;=IF.SIM+CH.L-X75
1697;=RF+LR-Q1:X3;=RF+CB-Q1:X3
1698;=IF.M1C+ST.IF2-X34;=SLRC-A5
1699;=IF.M1C+ST.IF2-X35;=SLRC-A5
1700;=IF.M1F+ST.IF2-X40;=SLRC-A5
1701;=IF.M1F+ST.IF2-X41;=SLRC-A5
1702;=IF.M3+ST.IF3-X82;=SLRC-A5
1703;=IF.M3+ST.IF3-X83;=SLRC-A5
1704;=IF.M3+ST.IF3-X84;=SLRC-A6
1705;=IF.M3+ST.IF3-X85;=SLRC-A6
1706;=IF.SIM+ST.IF2-X47;=SLRC-A6
1707;=IF.SIM+ST.IF2-X76;=SLRC-A6
1708;=IF.SIM+ST.IF3-X86;=SLRC-A6
1709;=IF.SIM+ST.IF3-X87;=SLRC-A6
1710;=IF.M1C+ST.IF2-X33;=IF+CH.K-X7
1711;=IF.M1F+ST.IF2-X39;=IF+CH.K-X7
1712;=IF.M1C+ST.IF1-X1;=IF+SLEC-G3
1713;=IF.M1C+ST.IF1-X2;=IF+SLEC-G3
1714;=IF.M1C+ST.IF1-X3;=IF+SLEC-G3
1715;=IF.M1C+ST.IF1-X4;=IF+SLEC-G3
1716;=IF.M1F+ST.IF1-X13;=IF+SLEC-G3
1717;=IF.M1F+ST.IF1-X14;=IF+SLEC-G3
1718;=IF.M1F+ST.IF1-X15;=IF+SLEC-G3
1719;=IF.M1F+ST.IF1-X16;=IF+SLEC-G3
1720;=IF1.M1F+ST.IF2-X37;=IF+SLEC-A1
1721;=IF.M1C+ST.IF2-X30;=IF+SLEC-A1
1722;=IF.M1C+ST.IF2-X31;=IF+SLEC-A1
1723;=IF.M1C+ST.IF2-X32;=IF+SLEC-A1
1724;=IF.M1F+ST.IF-X38;=IF+SLEC-A1
1725;=IF.M1F+ST.IF2-X36;=IF+SLEC-A1
1726;=IF.M3+ST.IF2-X80;=IF+SLEC-A1
1727;=IF.M3+ST.IF2-X81;=IF+SLEC-A1
1728;=IF.SIM+ST.IF2-X72;=IF+SLEC-A1
1729;=IF.SIM+ST.IF2-X73;=IF+SLEC-A1
1730;=IF.SIM+ST.IF2-X74;=IF+SLEC-A1
1731;=IF.M1C+ST.IF1-X5;=IF+SLEC-A3
1732;=IF.M1C+ST.IF1-X6;=IF+SLEC-A3
1733;=IF.M1C+ST.IF1-X7;=IF+SLEC-A3
1734;=IF.M1F+ST.IF1-X10;=IF+SLEC-A3
1735;=IF.M1F+ST.IF1-X8;=IF+SLEC-A3
1736;=IF.M1F+ST.IF1-X9;=IF+SLEC-A3
1737;=IF.M3+ST.IF1-X11;=IF+SLEC-A3
1738;=IF.M3+ST.IF1-X12;=IF+SLEC-A3
1739;=IF.SIM+ST.IF-X21;=IF+SLEC-A3
1740;=IF.SIM+ST.IF-X22;=IF+SLEC-A3
1741;=IF.SIM+ST.IF-X23;=IF+SLEC-A3
1742;=IF.M1C+ST.IF-X56;=IF+SLEC-G1
1743;=IF.M1F+ST.IF2-X59;=IF+SLEC-G1
1744;=IF.M4+ST.IF2-X51;=IF+SLEC-G1
1745;=IF.M4+ST.IF2-X52;=IF+SLEC-G1
1746;=IF.M4+ST.IF2-X53;=IF+SLEC-G1
1747;=CT+TRUC-IF1.X3;=CT+HPDLMC-IF6.X2
1748;=CT+TRUC-IF1.X4;=PA0+30-X80
1749;=CT+TRUC-IF1.X5;=CT+HPDLMC-IF6.X4
1750;=CT+TRUC-IF1.X6;=PA0+30-X70
1751;=CT+TRUC-IF1.X8;=PA0+22-X1
1752;=CT+TRUC-IF1.X9;=CT+HPDLMC-IF6.X14
1753;=EP+TRUC-IF1.X11;=PE+CH.A-X2
1754;=MD+TRUC-IF1.X10;=CT+CH.K-X3
1755;=MD+TRUC-IF1.X2;=MD+CH.K-X2
1756;=RF+CB-Q1:X3;=RF+LR-Q1:X3
1757;=SY.EMO+TRUC-IF1.X1;=SY.EMO+HPDLMC-IF3.X5
1758;=SY.EMO+TRUC-IF1.X7;=SY.EMO+HPDLMC-IF6.X7
1759;=EP+TRUC-IF1.X12;=TSBR+CH.E-X611
